track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,danceability_%,energy_%
Cupid,Fifty Fifty,1,2023,2,24,139681964,77,66
Fim de Semana no Rio,teto,1,2022,3,30,139193812,87,50
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,138517666,63,92
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,138334433,83,82
Komang,Raim Laode,1,2022,8,16,137123880,70,41
Boyfriends,Harry Styles,1,2022,5,20,137070925,42,20
ZOOM,Jessi,1,2022,4,13,136996305,87,60
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,136689549,70,59
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,136676504,88,56
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,135723538,59,94
Wild Flower (with youjeen),RM,1,2022,12,2,135611421,49,77
O.O,NMIXX,1,2022,2,22,135444283,39,77
Brividi,"Mahmood, Blanco",2,2022,2,2,135079152,52,60
Zona De Perigo,Leo Santana,1,2022,12,8,134294498,81,77
TRUSTFALL,P!nk,1,2023,1,27,134255790,64,89
En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,133895612,82,77
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,133753727,53,67
LALA,Myke Towers,1,2023,3,23,133716286,71,74
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,132171975,47,50
die first,Nessa Barrett,1,2022,6,24,131746175,44,67
Take My Breath,The Weeknd,1,2021,8,6,130655803,70,77
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,130419412,44,92
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,129314708,71,40
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,127567540,49,35
Dance The Night (From Barbie The Album),Dua Lipa,1,2023,5,25,127408954,67,85
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,127309180,55,78
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,127027715,69,36
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,127026613,78,84
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,126443991,71,45
Count Me Out,Kendrick Lamar,1,2022,5,13,126191104,78,43
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,125917280,66,76
LLYLM,ROSALï¿½,1,2023,1,27,124988687,56,63
Miserable Man,David Kushner,1,2022,1,7,124407432,63,35
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,123473120,81,73
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,123216717,92,57
I AM,IVE,1,2023,4,10,123132751,68,88
Acrï¿½ï¿½s,Shakira,1,2023,5,11,123124076,75,48
Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",8,2023,6,1,123122413,81,68
"Hey, Mickey!",Baby Tate,1,2016,9,27,122763672,92,51
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,121913181,28,20
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,121871870,42,24
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,121189256,85,83
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,121077868,71,52
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,120972253,68,71
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,120847157,91,72
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,119238316,80,51
Haegeum,Agust D,1,2023,4,21,118810253,70,84
Take Two,BTS,1,2023,6,9,118482347,62,59
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,118381354,86,79
Never Felt So Alone,Labrinth,1,2023,4,7,117747907,44,41
REMIX EXCLUSIVO,Feid,1,2023,3,17,117206995,65,56
Gasoline,The Weeknd,1,2022,1,7,116903579,74,73
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,116599790,68,82
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,116334601,70,79
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,116144341,89,74
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,2023,6,2,115364561,85,68
Poland,Lil Yachty,1,2022,6,23,115331792,70,56
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,115010040,82,62
For Youth,BTS,1,2022,6,10,114546317,63,51
Area Codes,"Kaliii, Kaliii",2,2023,3,17,113509496,82,39
Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,112436403,93,61
Tï¿½ï¿,"dennis, MC Kevin o Chris",2,2023,5,4,111947664,86,96
Love Language,SZA,1,2022,12,9,110849052,71,26
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,110649992,80,54
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,110073250,62,43
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,109276132,63,54
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,109091573,77,70
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,108809090,56,55
El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,2023,6,2,107753850,72,64
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,107642809,71,89
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,107255472,47,80
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,106933107,89,64
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,106919680,82,66
Broke Boys,"Drake, 21 Savage",2,2022,11,4,106249219,64,53
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,105062254,84,67
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,104992946,90,68
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,103787664,70,90
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,103762518,74,73
Right On,Lil Baby,1,2022,4,8,101780047,70,61
Best Friends,The Weeknd,1,2022,1,7,101114984,49,59
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,100409613,72,78
Seek & Destroy,SZA,1,2022,12,9,98709329,65,65
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,97610446,56,53
Queencard,(G)I-DLE,1,2023,5,15,96273746,82,83
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,96180277,60,57
Alone,Burna Boy,1,2022,11,4,96007391,61,67
People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,95816024,73,57
Everything I Love,Morgan Wallen,1,2023,1,31,95623148,56,85
fukumean,Gunna,1,2023,5,15,95217315,85,62
What It Is (Solo Version),Doechii,1,2023,3,17,95131998,74,76
Bye,Peso Pluma,1,2023,5,26,95053634,78,81
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,94616487,59,74
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,94186466,60,53
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,94005786,73,69
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,93587665,53,36
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,93438910,86,79
BackOutsideBoyz,Drake,1,2022,11,4,93367537,85,43
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,92035115,80,88
So Good,Halsey,1,2022,6,9,91781263,63,62
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,91656026,75,84
My Mind & Me,Selena Gomez,1,2022,11,3,91473363,60,39
Super,SEVENTEEN,1,2023,4,24,91221625,77,88
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,90839753,82,85
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,90598517,65,80
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,90025258,70,68
Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,89933133,70,43
Chance,Paulo Londra,1,2022,4,6,89566512,72,46
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,88791109,64,80
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,88103848,41,64
Special,SZA,1,2022,12,9,88092256,60,20
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,86773632,61,48
LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",3,2023,6,22,86444842,65,74
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,86176890,61,71
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,85924992,88,69
California Breeze,Lil Baby,1,2022,10,14,85559365,74,67
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,84697729,65,53
I Wrote The Book,Morgan Wallen,1,2023,1,31,83021468,68,81
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,81419389,70,73
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,81350745,84,51
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,81102253,84,50
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,80758350,71,65
Born Singer,BTS,1,2022,6,10,79095270,60,84
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,78489819,81,84
SABOR FRESA,Fuerza Regida,1,2023,6,22,78300654,79,86
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,78139948,33,59
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,77377503,67,76
Blessed-Cursed,ENHYPEN,1,2022,1,10,77337771,60,89
Primera Cita,Carin Leon,1,2022,4,20,77309611,54,40
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,77233241,77,58
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,76910644,76,70
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,76831876,57,82
Bite Me,ENHYPEN,1,2023,5,22,76767396,80,78
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,75476209,63,64
Starry Eyes,The Weeknd,1,2022,1,7,74601456,28,41
SOS,SZA,1,2022,12,9,73981293,51,66
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,73513683,80,67
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,71573339,84,47
The Heart Part 5,Kendrick Lamar,1,2022,5,8,71423324,76,81
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022,11,4,71095708,62,44
The Rumbling (TV Size),SiM,1,2022,1,10,71014967,41,88
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,71007139,80,74
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,70106975,78,30
Lovezinho,Treyce,1,2022,7,28,70069745,82,59
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,68895644,65,69
Hits Different,Taylor Swift,1,2023,5,26,68616963,67,78
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,68216992,71,31
F2F,SZA,1,2022,12,9,67540165,53,74
VOID,Melanie Martinez,1,2023,3,29,67070410,72,66
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,66902503,78,65
SloMo,Chanel,1,2021,12,24,65719930,73,81
S-Class,Stray Kids,1,2023,6,2,65496046,89,78
Gone Girl,SZA,1,2022,12,9,65362788,43,44
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,2023,6,23,65156199,77,58
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,64787943,92,86
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,64714573,89,70
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,64533040,56,55
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,63803529,77,62
Notice Me,SZA,1,2022,12,9,62019074,72,68
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,61739839,56,47
MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,61245289,81,71
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,61105704,80,70
thought i was playing,"21 Savage, Gunna",2,2022,1,7,60680939,68,73
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,60350538,66,40
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,58890931,50,76
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,58687425,73,54
SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,58473276,48,80
Super Shy,NewJeans,1,2023,7,7,58255150,78,82
Columbia,Quevedo,1,2023,7,7,58149378,67,71
MONTAGEM - FR PUNK,"Ayparia, unxbected",2,2012,6,20,58054811,63,82
69,"Nicky Jam, Feid",2,2023,5,18,57945987,79,62
(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,57876440,67,88
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,57312735,62,80
Smoking on my Ex Pack,SZA,1,2022,12,9,57144458,47,68
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,2023,5,19,57089066,78,70
Conceited,SZA,1,2022,12,9,56870689,79,46
ýýý98 Braves,Morgan Wallen,1,2023,3,3,56533272,49,67
LUNA,"Junior H, Peso Pluma",2,2023,6,22,55842345,75,63
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,54937991,90,54
SPACE MAN,Sam Ryder,1,2022,2,22,54682594,47,83
BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,54266102,77,89
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,54225632,76,72
Lady Mi Amor,Feid,1,2022,9,13,53987404,78,62
Dawn FM,The Weeknd,1,2022,1,7,53933526,27,49
Still Life,BIGBANG,1,2022,4,5,53909146,68,58
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,53729194,83,82
Mirror,Kendrick Lamar,1,2022,5,13,53603447,66,65
HAPPY,NF,1,2023,3,25,52722996,73,86
TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,52294266,56,87
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,1,2023,7,7,52135248,69,76
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,51985779,43,74
Far,SZA,1,2022,12,9,51641685,61,55
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,50847624,62,66
Worst Day,Future,1,2022,2,11,50746620,65,60
Too Late,SZA,1,2022,12,8,49262961,45,68
Cheques,Shubh,1,2023,5,19,47956378,74,63
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,47093942,81,70
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,46142772,62,62
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,46065667,76,58
CORAZï¿½ï¿½N VA,Maria Becerra,1,2023,6,22,43857627,68,79
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,43522589,73,62
Crown,Kendrick Lamar,1,2022,5,13,42485571,37,24
A Tale By Quincy,The Weeknd,1,2022,1,7,41924466,46,50
Rich - Interlude,Kendrick Lamar,1,2022,5,13,41210087,44,42
Curtains,Ed Sheeran,1,2023,5,5,39893489,50,76
Novidade na ï¿½ï¿,"Mc Livinho, DJ Matt D",2,2023,6,23,39709092,63,34
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,39666245,59,60
Enchanted (Taylor's Version),Taylor Swift,1,2023,7,7,39578178,51,53
Back To December (Taylor's Version),Taylor Swift,1,2023,7,7,39228929,50,64
LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,39058561,77,62
Still With You,Jung Kook,1,2020,6,5,38411956,53,47
Auntie Diaries,Kendrick Lamar,1,2022,5,13,37778188,43,38
Every Angel is Terrifying,The Weeknd,1,2022,1,7,37307967,44,94
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,37126685,77,55
Savior - Interlude,Kendrick Lamar,1,2022,5,13,37091576,66,43
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,36912123,65,78
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,34502215,54,48
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,34450974,53,81
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,33381454,49,37
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,32761689,92,51
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,32526947,53,66
Phantom Regret by Jim,The Weeknd,1,2022,1,7,31959571,46,48
Mi Bello Angel,Natanael Cano,1,2023,6,30,31873544,81,77
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,1,2023,7,13,30546883,44,9
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,30343206,50,89
New Jeans,NewJeans,1,2023,7,7,29562220,81,72
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,24975653,83,69
Rush,Troye Sivan,1,2023,7,13,22581161,74,84
S91,Karol G,1,2023,7,14,16011326,86,72
Overdrive,Post Malone,1,2023,7,14,14780425,56,73
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,11956641,93,65
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,11599388,79,89
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,1365184,82,74
